Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir C:\Users\gbosikov\PycharmProjects\insurance_automation\core\ldap_auth\templates with glob **/*.
Watching dir C:\Users\gbosikov\PycharmProjects\insurance_automation\core\locale with glob **/*.mo.
Watching dir C:\Users\gbosikov\PycharmProjects\insurance_automation\core\ldap_auth\locale with glob **/*.mo.
File C:\Users\gbosikov\PycharmProjects\insurance_automation\core\ldap_auth\migrations\__init__.py first seen with mtime 1725300315.412323
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\contenttypes\migrations\__init__.py first seen with mtime 1725300119.4768665
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\admin\migrations\0002_logentry_remove_auto_add.py first seen with mtime 1725300118.943873
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\auth\migrations\0011_update_proxy_permissions.py first seen with mtime 1725300119.343901
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\admin\migrations\__init__.py first seen with mtime 1725300118.9448776
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py first seen with mtime 1725300119.34193
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\auth\migrations\0004_alter_user_username_opts.py first seen with mtime 1725300119.3399835
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\auth\migrations\0010_alter_group_name_max_length.py first seen with mtime 1725300119.3428657
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\auth\migrations\0009_alter_user_last_name_max_length.py first seen with mtime 1725300119.3428657
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\middleware\clickjacking.py first seen with mtime 1725300120.6909187
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\auth\migrations\0001_initial.py first seen with mtime 1725300119.3388824
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\admin\migrations\0003_logentry_add_action_flag_choices.py first seen with mtime 1725300118.9448776
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\auth\migrations\0003_alter_user_email_max_length.py first seen with mtime 1725300119.3399835
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\db\models\sql\compiler.py first seen with mtime 1725300120.6288624
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\sessions\backends\db.py first seen with mtime 1725300120.2400167
File C:\Users\gbosikov\AppData\Local\Programs\Python\Python312\Lib\encodings\idna.py first seen with mtime 1712699418.0
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\db\migrations\recorder.py first seen with mtime 1725300120.6048665
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\contenttypes\migrations\0002_remove_content_type_name.py first seen with mtime 1725300119.4768665
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\auth\migrations\0008_alter_user_username_max_length.py first seen with mtime 1725300119.34193
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\sessions\migrations\__init__.py first seen with mtime 1725300120.3658648
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\contenttypes\migrations\0001_initial.py first seen with mtime 1725300119.4768665
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\auth\migrations\0002_alter_permission_name_max_length.py first seen with mtime 1725300119.3388824
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\admin\migrations\0001_initial.py first seen with mtime 1725300118.943873
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\auth\migrations\0012_alter_user_first_name_max_length.py first seen with mtime 1725300119.343901
File C:\Users\gbosikov\AppData\Local\Programs\Python\Python312\Lib\encodings\utf_16_le.py first seen with mtime 1712699418.0
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\mssql\compiler.py first seen with mtime 1725300125.236668
File C:\Users\gbosikov\PycharmProjects\insurance_automation\core\ldap_auth\migrations\0001_initial.py first seen with mtime 1725404104.3568022
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\sessions\migrations\0001_initial.py first seen with mtime 1725300120.3658648
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\auth\migrations\0006_require_contenttypes_0002.py first seen with mtime 1725300119.3409786
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\auth\migrations\__init__.py first seen with mtime 1725300119.343901
(0.000) SELECT SYSDATETIME(); args=None; alias=default
(0.000) SELECT TOP 21 [ldap_auth_ldapconnection].[id], [ldap_auth_ldapconnection].[domain_name], [ldap_auth_ldapconnection].[domain_controller], [ldap_auth_ldapconnection].[username], [ldap_auth_ldapconnection].[password] FROM [ldap_auth_ldapconnection] WHERE [ldap_auth_ldapconnection].[id] = 1; args=(1,); alias=default
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\messages\storage\session.py first seen with mtime 1725300119.9679844
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\messages\storage\fallback.py first seen with mtime 1725300119.9679844
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\messages\storage\cookie.py first seen with mtime 1725300119.96687
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\sessions\serializers.py first seen with mtime 1725300120.237886
"GET /ldap/ous/1/ HTTP/1.1" 200 1483
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\messages\context_processors.py first seen with mtime 1725300119.9638636
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\template\context_processors.py first seen with mtime 1725300120.6968625
File C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\auth\context_processors.py first seen with mtime 1725300119.1958985
(0.000) SELECT TOP 21 [ldap_auth_ldapconnection].[id], [ldap_auth_ldapconnection].[domain_name], [ldap_auth_ldapconnection].[domain_controller], [ldap_auth_ldapconnection].[username], [ldap_auth_ldapconnection].[password] FROM [ldap_auth_ldapconnection] WHERE [ldap_auth_ldapconnection].[id] = 1; args=(1,); alias=default
(0.000) SELECT TOP 21 [auth_user].[id], [auth_user].[password], [auth_user].[last_login], [auth_user].[is_superuser], [auth_user].[username], [auth_user].[first_name], [auth_user].[last_name], [auth_user].[email], [auth_user].[is_staff], [auth_user].[is_active], [auth_user].[date_joined] FROM [auth_user] WHERE [auth_user].[username] = gtest; args=('gtest',); alias=default
(0.000) BEGIN; args=None; alias=default
(0.016) SET NOCOUNT ON INSERT INTO [auth_user] ([password], [last_login], [is_superuser], [username], [first_name], [last_name], [email], [is_staff], [is_active], [date_joined]) VALUES (, None, False, gtest, gtest, None, gtest@testorg.com, False, True, 2024-09-15 07:44:36.310284+00:00); SELECT CAST(SCOPE_IDENTITY() AS bigint); args=('', None, False, 'gtest', 'gtest', None, 'gtest@testorg.com', False, True, datetime.datetime(2024, 9, 15, 7, 44, 36, 310284, tzinfo=datetime.timezone.utc)); alias=default
(0.000) ROLLBACK; args=None; alias=default
(0.000) SELECT TOP 21 [auth_user].[id], [auth_user].[password], [auth_user].[last_login], [auth_user].[is_superuser], [auth_user].[username], [auth_user].[first_name], [auth_user].[last_name], [auth_user].[email], [auth_user].[is_staff], [auth_user].[is_active], [auth_user].[date_joined] FROM [auth_user] WHERE [auth_user].[username] = gtest; args=('gtest',); alias=default
(0.000) SELECT TOP 21 [auth_user].[id], [auth_user].[password], [auth_user].[last_login], [auth_user].[is_superuser], [auth_user].[username], [auth_user].[first_name], [auth_user].[last_name], [auth_user].[email], [auth_user].[is_staff], [auth_user].[is_active], [auth_user].[date_joined] FROM [auth_user]; args=(); alias=default
(0.000) SELECT TOP 21 [auth_user].[id], [auth_user].[password], [auth_user].[last_login], [auth_user].[is_superuser], [auth_user].[username], [auth_user].[first_name], [auth_user].[last_name], [auth_user].[email], [auth_user].[is_staff], [auth_user].[is_active], [auth_user].[date_joined] FROM [auth_user]; args=(); alias=default
(0.015) SELECT TOP 21 [auth_user].[id], [auth_user].[password], [auth_user].[last_login], [auth_user].[is_superuser], [auth_user].[username], [auth_user].[first_name], [auth_user].[last_name], [auth_user].[email], [auth_user].[is_staff], [auth_user].[is_active], [auth_user].[date_joined] FROM [auth_user]; args=(); alias=default
(0.000) SELECT TOP 21 [auth_user].[id], [auth_user].[password], [auth_user].[last_login], [auth_user].[is_superuser], [auth_user].[username], [auth_user].[first_name], [auth_user].[last_name], [auth_user].[email], [auth_user].[is_staff], [auth_user].[is_active], [auth_user].[date_joined] FROM [auth_user]; args=(); alias=default
(0.000) SELECT TOP 21 [auth_user].[id], [auth_user].[password], [auth_user].[last_login], [auth_user].[is_superuser], [auth_user].[username], [auth_user].[first_name], [auth_user].[last_name], [auth_user].[email], [auth_user].[is_staff], [auth_user].[is_active], [auth_user].[date_joined] FROM [auth_user]; args=(); alias=default
(0.000) SELECT TOP 21 [django_session].[session_key], [django_session].[session_data], [django_session].[expire_date] FROM [django_session] WHERE ([django_session].[expire_date] > 2024-09-15 07:44:36.328505+00:00 AND [django_session].[session_key] = yxcj5im4an3enhky1iwvx7e6m894d16v); args=(datetime.datetime(2024, 9, 15, 7, 44, 36, 328505, tzinfo=datetime.timezone.utc), 'yxcj5im4an3enhky1iwvx7e6m894d16v'); alias=default
(0.000) SELECT TOP 21 [auth_user].[id], [auth_user].[password], [auth_user].[last_login], [auth_user].[is_superuser], [auth_user].[username], [auth_user].[first_name], [auth_user].[last_name], [auth_user].[email], [auth_user].[is_staff], [auth_user].[is_active], [auth_user].[date_joined] FROM [auth_user] WHERE [auth_user].[id] = 1; args=(1,); alias=default
Internal Server Error: /ldap/export_users/1/
Traceback (most recent call last):
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\db\models\query.py", line 946, in get_or_create
    return self.get(**kwargs), False
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\db\models\query.py", line 647, in get
    raise self.model.DoesNotExist(
django.contrib.auth.models.User.DoesNotExist: User matching query does not exist.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\db\backends\utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\mssql\base.py", line 677, in execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
pyodbc.IntegrityError: ('23000', "[23000] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Cannot insert the value NULL into column 'last_name', table 'crmdb.dbo.auth_user'; column does not allow nulls. INSERT fails. (515) (SQLExecDirectW); [23000] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]The statement has been terminated. (3621)")

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\core\ldap_auth\views.py", line 28, in export_users
    ldap_service.export_users(selected_ous)
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\core\ldap_auth\services\ldap_service.py", line 55, in export_users
    user, created = User.objects.get_or_create(username=username,
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\db\models\manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\db\models\query.py", line 953, in get_or_create
    return self.create(**params), True
           ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\db\models\query.py", line 677, in create
    obj.save(force_insert=True, using=self.db)
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\contrib\auth\base_user.py", line 77, in save
    super().save(*args, **kwargs)
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\db\models\base.py", line 814, in save
    self.save_base(
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\db\models\base.py", line 901, in save_base
    updated = self._save_table(
              ^^^^^^^^^^^^^^^^^
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\db\models\base.py", line 1059, in _save_table
    results = self._do_insert(
              ^^^^^^^^^^^^^^^^
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\db\models\base.py", line 1100, in _do_insert
    return manager._insert(
           ^^^^^^^^^^^^^^^^
  File "C:\Users\gbosikov\PycharmProjects\insurance_automation\.venv\Lib\site-packages\django\db\models\manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
